https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo0.jpg, Enjoy the leather couches
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo1.jpg, Gorgeous views
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo2.jpg, Outdoor seating
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo3.jpg, Amazing view of the ocean
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo4.jpg, Beachfront patio
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo5.jpg, Modern furnishing
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo6.jpg, Newly-built deck
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo7.jpg, Right on the beach
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo8.jpg, Stairs down to private beach
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo9.jpg, Beachfront patio
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo10.jpg, Ultra modern exterior
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo11.jpg, Fire pit
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo12.jpg, Hot tub
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo13.jpg, Across from the beach
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo14.jpg, Right on the dock
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo15.jpg, Ultra seek decor
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo16.jpg, Simple elegance
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo17.jpg, Gorgeous views
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo18.jpg, Sleek interior
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo19.jpg, Don't you dare spill anything on this couch
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo20.jpg, Cozy outdoor seating
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo21.jpg, I am made of money
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo22.jpg, Great view in the morning
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo23.jpg, Breakfast anyone?
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo24.jpg, Far out ocean views
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo25.jpg, Aces of land for you to enjoy
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo26.jpg, Beautiful views of the horizon
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo27.jpg, Tasteful design
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo28.jpg, Country-chic decor
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo29.jpg, Beachy vibes
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo30.jpg, Cozy living room
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo31.jpg, Stroll along the beautiful coastline
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo32.jpg, Boat not included
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo33.jpg, I also own that island
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo34.jpg, Southern charm, but by the beach
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo35.jpg, Extra bedroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo36.jpg, Hurricane-proof dock
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo37.jpg, What a view to wake up to
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo38.jpg, Also, I have this yacht
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo39.jpg, Not sure why I'm showing you this
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo40.jpg, Peaceful colors in the bedroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo41.jpg, Very sexy bathroom furnishing
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo42.jpg, Tiled bathroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo43.jpg, You'll never feel this clean again
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo44.jpg, Best toilet you'll ever sit on
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo45.jpg, Cleanse your body and soul in my $5000 tub
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo46.jpg, My wife designed this so blame her
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo47.jpg, Not as rickety as it looks
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo48.jpg, I bought this entire beach just for you
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo49.jpg, Pool closed during winter
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo50.jpg, Super comfy bed
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo51.jpg, Another view of the beach
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo52.jpg, Full views of the sea
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo53.jpg, JFK once spilled wine all over this very table
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo54.jpg, Living room
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo55.jpg, That surfboard is cursed. Use at your own risk.
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo56.jpg, In case of zombie apocalypse
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo57.jpg, What a view!
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo58.jpg, Only $1,000,000 a night!
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo59.jpg, Nice view of street below
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo60.jpg, Those neighbors are worst
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo61.jpg, This is why I'm charging so much...
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo62.jpg, Rachmaninoff died on that piano
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo63.jpg, And here's where the maids live
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo64.jpg, Yes. That is in fact a mote.
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo65.jpg, That rug is super moist
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo66.jpg, Try not to slip as you exit the tub
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo67.jpg, I bought this island with my first million
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo68.jpg, 4-dimensional bathroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo69.jpg, Soothing bathroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo70.jpg, All fixtures real gold
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo71.jpg, Don't go into that room.
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo72.jpg, That's actually just a painting of the ocean
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo73.jpg, I own everything!
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo74.jpg, Master bathroom
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo75.jpg, Imported marble
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo76.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo77.jpg, A lot of people had to die for me to afford this luxury
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo78.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo79.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo80.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo81.jpg, Cabinetry not included
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo82.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo83.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo84.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo85.jpg, I don't like color
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo86.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo87.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo88.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo89.jpg, The phone is just decoration
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo90.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo91.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo92.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo93.jpg, Sand imported from Bali
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo94.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo95.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo96.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo97.jpg,
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo98.jpg, Pool filled with literal tears
https://s3-us-west-1.amazonaws.com/aircnbphotos/AirCnB+Photos/photo99.jpg,
